lat,long,gauge_id,q_mean,q_std,q_5,q_95,runoff_coefficient,p_mean,p_std,q_7_10,q_seasonal_amplitude,cvq_autumn,cvq_spring,cvq_summer,cvq_winter,q_annual_sens_slope,q_annual_p.value
50.07408,9.6872,DE215030,0.963,1.072,0.19,2.96,0.39,2.47,4.692,0.172,1.554,1.255,0.76,0.723,0.893,0,0.892
50.060987,9.475325,DE215040,1.186,1.322,0.23,3.58,0.423,2.806,5.472,0.19,1.949,1.221,0.718,0.72,0.917,0.001,0.659
50.025168,9.540417,DE215050,1.14,1.264,0.24,3.429,0.406,2.806,5.41,0.234,1.792,1.298,0.698,0.635,0.938,0.001,0.634
49.869579,9.596719,DE215060,0.949,1.176,0.19,2.99,0.368,2.576,5.053,0.182,1.633,1.548,0.768,0.729,1.072,0.001,0.377
49.774756,9.653454,DE215080,0.253,0.224,0.07,0.62,0.142,1.779,3.842,0.07,0.252,0.817,0.623,0.795,0.987,0,0.892
49.32558,10.193244,DE215090,0.701,1.183,0.15,1.94,0.331,2.117,4.396,0.158,1.015,1.712,1.41,1.56,1.453,0,0.919
49.513361,10.019717,DE215100,0.304,0.435,0.03,0.94,0.176,1.727,3.888,0.031,0.452,1.525,1.076,1.733,1.249,0.002,0.174
49.710679,9.271525,DE215110,0.602,0.687,0.2,1.58,0.301,2,4.155,0.201,0.77,1.116,0.904,0.727,1.089,0.002,0.208
49.680392,9.21823,DE215120,0.721,0.974,0.22,2.2,0.324,2.229,4.549,0.216,1.02,1.437,1.03,0.824,1.212,0.001,0.634
49.858812,9.284484,DE215140,0.827,0.809,0.23,2.31,0.327,2.516,4.906,0.202,1.209,1.042,0.669,0.751,0.903,0.001,0.61
49.827196,9.216376,DE215150,0.671,0.619,0.23,1.739,0.287,2.34,4.618,0.218,0.881,0.853,0.68,0.734,0.878,0.001,0.518
49.99499,9.187111,DE215160,0.753,0.749,0.22,2.08,0.304,2.479,4.866,0.2,0.897,1.013,0.773,0.859,0.908,0.002,0.083
50.082644,9.243204,DE215170,0.896,0.908,0.24,2.41,0.344,2.603,5.039,0.216,1.194,1.125,0.711,0.68,0.912,0,0.838
50.086231,9.065351,DE215180,0.846,0.806,0.28,2.17,0.349,2.426,4.707,0.241,0.972,0.931,0.705,0.681,0.914,0.001,0.395
50.129894,11.994769,DE215190,1.228,1.288,0.32,3.44,0.461,2.662,5.221,0.312,1.617,1.104,0.856,0.851,0.916,-0.001,0.634
50.021468,12.104876,DE215220,1.22,1.432,0.3,3.379,0.515,2.37,4.827,0.27,1.604,1.287,0.914,0.853,1.075,0,0.786
50.003786,12.102773,DE215240,0.926,1.4,0.17,3.06,0.397,2.336,4.877,0.141,1.448,1.734,1.134,1.413,1.295,-0.001,0.683
50.186225,11.846356,DE215270,1.269,1.827,0.19,3.95,0.498,2.551,5.09,0.201,1.881,1.547,1.133,1.358,1.21,0.001,0.563
50.262822,11.932655,DE215280,0.955,1.104,0.28,2.799,0.419,2.281,4.559,0.261,1.172,1.119,0.93,0.942,1.072,0.001,0.734
50.36756,11.691038,DE215340,1.264,1.62,0.26,4.02,0.511,2.475,4.799,0.248,1.893,1.269,1.034,1.038,1.075,-0.001,0.563
53.31088,13.849894,DE410020,0.225,0.24,0.02,0.72,0.145,1.508,3.398,0.014,0.383,1.292,0.716,1.364,0.836,0,0.892
53.480993,13.861001,DE410030,0.215,0.264,0.04,0.67,0.137,1.573,3.736,0.038,0.341,1.002,0.919,1.783,1.027,0,0.541
51.375156,13.884963,DE410140,0.361,0.342,0.08,0.97,0.2,1.807,4.062,0.08,0.405,0.896,0.801,1.315,0.777,0,0.919
51.464352,13.628252,DE410150,0.355,0.206,0.07,0.73,0.196,1.67,3.706,0.092,0.337,0.577,0.48,0.649,0.455,-0.005,0.017
51.400705,13.709945,DE410160,0.408,0.42,0.05,1.06,0.205,1.917,4.233,0.04,0.484,1.192,0.715,1.665,0.763,-0.001,0.541
51.377116,13.764836,DE410170,0.506,0.437,0.11,1.27,0.258,1.929,4.259,0.102,0.541,0.986,0.654,1.204,0.658,-0.001,0.377
51.561885,13.482361,DE410210,0.206,0.236,0.02,0.6,0.126,1.606,3.613,0.02,0.294,1.418,0.946,1.387,0.838,0,0.865
52.77314,13.242927,DE410260,0.372,0.32,0.03,1.02,0.228,1.633,3.393,0.023,0.534,0.876,0.644,1.29,0.549,0.001,0.234
51.936581,13.862341,DE410610,0.272,0.254,0.01,0.72,0.171,1.539,3.614,0.017,0.403,1.145,0.695,1.218,0.623,-0.003,0.007
52.569315,13.721427,DE410800,0.112,0.069,0.03,0.23,0.062,1.69,3.779,0.03,0.08,0.498,0.48,0.804,0.555,-0.001,0.066
52.107112,13.747132,DE410810,0.185,0.123,0.04,0.41,0.118,1.567,3.607,0.04,0.192,0.701,0.507,0.748,0.472,-0.001,0.262
51.866603,13.43452,DE410820,0.143,0.189,0.02,0.44,0.084,1.569,3.665,0.023,0.176,1.684,1.063,1.597,1.048,-0.001,0.392
51.97551,13.618213,DE410830,0.127,0.087,0.02,0.27,0.081,1.57,3.626,0.021,0.128,0.693,0.545,0.849,0.496,-0.001,0.001
52.218185,13.773241,DE410860,0.704,0.758,0.06,2.4,0.448,1.573,3.569,0.06,0.713,1.043,0.902,1.592,0.879,0,0.973
52.236954,13.886074,DE410910,0.222,0.179,0.02,0.57,0.139,1.593,3.683,0.02,0.301,0.909,0.489,0.851,0.667,-0.001,0.248
52.149035,13.448135,DE411020,0.07,0.075,0.01,0.21,0.043,1.499,3.593,0.01,0.055,1.416,0.762,1.467,0.769,0,0.08
52.181258,13.398189,DE411040,0.169,0.166,0,0.43,0.107,1.484,3.562,0.01,0.26,1.132,0.818,1.644,0.538,-0.001,0.335
52.165837,13.991296,DE411170,0.606,0.387,0.15,1.32,0.36,1.574,3.571,0.122,0.377,0.705,0.475,0.818,0.511,-0.004,0.208
52.362773,13.116304,DE411220,0.31,0.199,0.05,0.66,0.204,1.517,3.441,0.056,0.36,0.615,0.531,0.832,0.332,-0.001,0.089
52.126926,13.215679,DE411230,0.334,0.223,0.07,0.73,0.22,1.515,3.612,0.06,0.371,0.676,0.553,0.908,0.38,-0.003,0.002
52.346756,13.122887,DE411240,0.325,0.203,0.06,0.68,0.201,1.516,3.44,0.06,0.369,0.595,0.519,0.796,0.322,0,0.42
52.173797,12.732362,DE411280,0.203,0.07,0.11,0.31,0.122,1.662,3.742,0.105,0.105,0.295,0.283,0.346,0.29,-0.001,0.003
52.265144,12.621474,DE411290,0.214,0.114,0.06,0.41,0.128,1.618,3.675,0.043,0.205,0.466,0.427,0.706,0.316,-0.001,0.454
52.276032,12.600498,DE411300,0.208,0.112,0.05,0.4,0.128,1.617,3.672,0.041,0.199,0.48,0.436,0.719,0.329,-0.001,0.153
52.372335,12.546341,DE411320,0.142,0.098,0.02,0.319,0.088,1.609,3.64,0.01,0.187,0.663,0.522,1.042,0.378,0,0.683
52.237268,13.128844,DE411350,0.33,0.203,0.07,0.68,0.195,1.533,3.553,0.066,0.369,0.579,0.535,0.765,0.334,-0.002,0.014
52.348003,12.484048,DE411400,0.206,0.131,0.03,0.45,0.128,1.61,3.669,0.03,0.222,0.644,0.461,0.955,0.383,0,0.946
52.296232,12.446342,DE411410,0.146,0.051,0.07,0.22,0.089,1.627,3.73,0.066,0.082,0.348,0.251,0.424,0.232,-0.001,0.308
52.278987,13.154969,DE411440,0.316,0.199,0.06,0.67,0.19,1.514,3.443,0.06,0.363,0.595,0.528,0.791,0.338,-0.002,0.028
52.890679,12.456215,DE411730,0.369,0.162,0.17,0.69,0.226,1.635,3.437,0.113,0.219,0.45,0.422,0.347,0.407,-0.001,0.359
53.307451,12.360863,DE411750,0.339,0.248,0.11,0.84,0.21,1.615,3.556,0.099,0.361,0.665,0.579,0.736,0.582,0.001,0.415
53.162802,12.490668,DE411760,0.36,0.252,0.11,0.82,0.208,1.617,3.454,0.097,0.369,0.566,0.556,0.808,0.551,-0.001,0.498
52.994913,12.503234,DE411770,0.424,0.221,0.17,0.84,0.252,1.64,3.457,0.155,0.332,0.425,0.442,0.486,0.433,0,0.812
53.161378,12.480698,DE411810,0.539,0.254,0.26,1.01,0.329,1.639,3.511,0.234,0.387,0.371,0.381,0.367,0.42,0,0.683
52.956437,11.937284,DE411940,0.327,0.316,0.02,0.939,0.198,1.649,3.55,0.02,0.524,0.917,0.743,1.322,0.635,0,0.786
53.149696,12.005884,DE412000,0.452,0.352,0.15,1.06,0.271,1.667,3.627,0.134,0.51,0.589,0.589,0.877,0.656,-0.001,0.587
53.167052,12.194868,DE412050,0.348,0.296,0.11,0.8,0.208,1.672,3.608,0.104,0.362,0.572,0.608,1.365,0.695,0,0.76
53.078585,11.625249,DE412090,0.373,0.321,0.07,0.98,0.217,1.713,3.653,0.051,0.49,0.737,0.673,1.113,0.634,0,0.683
51.57678,14.699261,DE412200,0.296,0.154,0.12,0.6,0.167,1.778,4.102,0.131,0.159,0.491,0.437,0.556,0.504,-0.002,0.196
51.669587,14.606607,DE412210,0.212,0.174,0.02,0.5,0.12,1.772,4.111,0.022,0.134,1.129,0.619,0.984,0.578,-0.004,0
51.768676,14.591747,DE412220,0.185,0.159,0.02,0.47,0.109,1.698,3.913,0.025,0.169,0.824,0.696,1.049,0.76,-0.002,0.013
52.774657,13.627922,DE412260,0.284,0.117,0.13,0.46,0.167,1.698,3.823,0.12,0.135,0.393,0.278,0.598,0.301,-0.002,0.021
52.724051,14.140555,DE412270,0.374,0.202,0.15,0.77,0.252,1.485,3.39,0.136,0.34,0.434,0.409,0.57,0.484,0.001,0.308
52.255495,13.191153,DE412310,0.307,0.203,0.05,0.69,0.187,1.495,3.442,0.047,0.362,0.655,0.543,0.86,0.362,-0.002,0.028
52.215237,13.206345,DE412320,0.229,0.138,0.06,0.47,0.153,1.503,3.481,0.052,0.24,0.572,0.49,0.794,0.358,-0.002,0.005
51.110769,9.56003,DE710000,0.629,0.688,0.16,1.82,0.293,2.15,4.198,0.143,0.788,1.344,0.895,0.915,0.877,-0.001,0.083
50.757801,9.285161,DE710010,0.675,0.995,0.21,2.06,0.339,1.994,4.141,0.213,1.002,1.239,1.236,1.339,1.307,-0.001,0.341
50.762453,9.206542,DE710020,0.772,1.174,0.23,2.48,0.381,2.025,4.145,0.206,1.228,1.318,1.225,1.129,1.34,-0.001,0.377
50.582606,8.463828,DE710030,1.047,1.457,0.14,3.67,0.422,2.483,4.641,0.134,1.943,1.447,1.062,1.275,1.032,-0.001,0.434
51.035464,8.62417,DE710040,1.812,2.691,0.15,6.61,0.597,3.037,5.428,0.111,3.419,1.462,1.267,1.581,1.088,0.001,0.163
50.863879,9.719944,DE710050,0.767,0.959,0.17,2.43,0.362,2.122,3.965,0.161,1.215,1.252,0.912,0.972,1.071,-0.001,0.292
50.874248,9.700071,DE710060,0.623,0.707,0.12,1.839,0.314,1.983,4.072,0.097,0.916,1.212,0.88,1.138,0.914,-0.003,0.019
50.623014,9.504991,DE710070,1.019,1.741,0.11,3.942,0.405,2.519,4.94,0.097,2.096,1.784,1.283,1.387,1.292,-0.001,0.659
50.289564,9.365616,DE710080,1.079,1.741,0.12,4.098,0.411,2.629,5.048,0.107,2.096,1.651,1.201,1.506,1.216,-0.002,0.096
50.182241,8.741057,DE710090,0.502,0.493,0.15,1.53,0.257,1.955,3.772,0.132,0.69,0.925,0.805,0.691,0.798,0,0.708
50.847113,8.927099,DE710100,0.534,0.508,0.19,1.38,0.277,1.929,3.965,0.2,0.629,0.858,0.722,0.742,0.903,0,0.683
49.683604,8.633822,DE710110,0.739,0.581,0.27,1.64,0.293,2.524,5.124,0.263,0.581,0.76,0.655,0.671,0.792,-0.002,0.196
50.90598,8.532632,DE710120,1.466,2.314,0.09,5.627,0.511,2.868,5.304,0.076,2.875,1.571,1.286,2.035,1.143,-0.001,0.683
51.138203,9.93853,DE710130,0.734,0.767,0.17,2.06,0.335,2.175,4.244,0.17,0.974,1.301,0.791,0.734,0.856,-0.004,0.001
51.351526,9.037552,DE710150,0.513,0.375,0.24,1.09,0.275,1.865,3.777,0.241,0.454,0.725,0.532,0.389,0.759,0,0.683
50.312241,8.786822,DE710170,0.431,0.441,0.14,1.31,0.239,1.8,3.636,0.13,0.543,0.928,0.83,0.751,0.912,-0.001,0.308
50.287576,9.104189,DE710180,0.851,1.131,0.23,2.769,0.359,2.37,4.576,0.207,1.246,1.35,1.033,0.908,1.12,-0.001,0.497
51.149994,8.796229,DE710190,1.164,1.8,0.07,4.48,0.48,2.423,4.449,0.05,2.42,1.694,1.282,1.738,1.061,-0.001,0.208
50.741453,8.280537,DE710200,1.364,2.025,0.11,4.957,0.484,2.816,5.242,0.09,2.584,1.603,1.198,1.59,1.054,0.002,0.053
50.761354,8.286043,DE710210,1.369,2.124,0.12,5.189,0.463,2.958,5.477,0.087,2.658,1.643,1.272,1.738,1.107,0.002,0.208
50.460882,9.625643,DE710220,1.013,1.542,0.16,3.52,0.423,2.398,4.704,0.149,1.804,1.645,1.109,1.161,1.229,-0.001,0.475
49.813863,8.627979,DE710230,0.615,0.495,0.21,1.5,0.264,2.258,4.482,0.197,0.484,0.808,0.671,0.768,0.757,0,1
51.383673,9.145311,DE710240,0.417,0.378,0.13,1.02,0.224,1.863,3.909,0.122,0.415,0.919,0.76,0.984,0.783,-0.003,0.001
50.458727,9.121466,DE710250,1.103,1.935,0.04,4.55,0.388,2.84,5.481,0.03,2.183,1.781,1.466,2.524,1.253,0.001,0.587
50.136747,8.399583,DE710260,0.55,0.692,0.13,1.66,0.258,2.129,4.141,0.116,0.83,1.096,0.882,0.88,1.131,-0.001,0.587
50.455089,8.333749,DE710270,0.749,0.96,0.09,2.57,0.351,2.136,4.209,0.07,1.199,1.397,0.952,1.351,0.992,0,0.61
50.719229,8.648339,DE710280,0.8,1.351,0.06,3.07,0.333,2.404,4.776,0.046,1.74,1.808,1.266,2.076,1.206,-0.002,0.208
49.638812,8.766926,DE710290,0.995,1.223,0.22,2.86,0.356,2.796,5.536,0.198,1.321,1.255,0.979,1.04,1.061,0,0.919
50.557127,9.050597,DE710300,1.136,1.872,0.04,4.389,0.45,2.524,4.934,0.01,2.185,1.813,1.315,2.39,1.167,0.004,0.004
50.331277,8.774658,DE710310,0.467,0.62,0.1,1.49,0.25,1.864,3.842,0.087,0.708,1.263,0.973,1.072,1.181,-0.001,0.248
51.125393,9.295008,DE710320,1.035,0.974,0.33,2.92,0.441,2.349,4.207,0.32,1.024,0.892,0.966,0.531,0.949,0,0.919
50.198826,9.18887,DE710330,1.024,1.193,0.27,3.17,0.412,2.488,4.767,0.247,1.509,1.179,0.893,0.772,0.959,-0.001,0.292
50.966867,8.97332,DE710340,0.659,0.739,0.2,1.8,0.33,1.996,4.09,0.203,0.876,0.935,0.774,0.995,1.063,-0.001,0.634
49.794094,8.822432,DE710350,0.718,0.8,0.18,2.08,0.287,2.506,4.994,0.168,0.9,1.088,0.874,1.042,0.999,-0.001,0.786
50.866918,9.229945,DE710360,0.653,0.703,0.231,1.96,0.328,1.993,4.115,0.214,0.935,0.859,0.933,0.855,0.919,0,0.946
50.65609,10.004965,DE710370,1.237,1.567,0.24,3.746,0.482,2.561,4.851,0.225,1.775,1.33,1.033,1.09,1.047,0,1
50.750813,8.21252,DE710380,1.185,1.839,0.09,4.348,0.415,2.854,5.333,0.063,2.339,1.62,1.273,1.516,1.114,0.001,0.475
50.235407,9.130286,DE710390,0.641,0.754,0.15,1.898,0.266,2.411,4.819,0.146,0.78,1.219,0.858,0.79,1.099,-0.003,0.001
49.841329,9.051228,DE710400,0.872,0.821,0.32,2.29,0.355,2.457,4.872,0.304,0.975,0.92,0.748,0.678,0.886,0,0.708
50.132081,8.945806,DE710410,0.883,0.948,0.25,2.69,0.371,2.38,4.543,0.237,1.285,1.044,0.84,0.726,0.883,0,0.659
49.973682,8.984178,DE710420,0.504,0.54,0.12,1.41,0.239,2.109,4.184,0.11,0.653,0.98,0.835,1.096,0.931,0,0.865
51.07254,9.367337,DE710430,0.538,0.696,0.13,1.5,0.281,1.912,3.884,0.111,0.703,1.169,1.136,1.648,1.057,0.001,0.262
51.631262,9.465585,DE710440,0.658,0.525,0.25,1.69,0.314,2.039,3.854,0.24,0.697,0.845,0.667,0.528,0.686,-0.001,0.185
51.255737,9.68537,DE710450,0.897,0.988,0.22,2.67,0.388,2.31,4.538,0.214,1.074,1.299,0.942,1.082,0.872,-0.001,0.455
50.697175,8.348587,DE710460,0.795,1.164,0.09,3.019,0.363,2.192,4.252,0.087,1.613,1.594,1.112,1.639,1.047,-0.001,0.61
50.80761,9.733691,DE710470,0.63,0.747,0.17,1.749,0.319,1.972,3.843,0.16,0.803,1.144,0.982,1.075,1.045,0,0.946
50.449648,9.813883,DE710490,1.395,1.55,0.24,4.12,0.501,2.784,5.249,0.244,1.978,1.178,0.858,1.024,0.918,0,1
51.498982,9.418411,DE710500,0.388,0.519,0.12,0.97,0.187,2.076,4.187,0.116,0.381,1.349,1.334,1.105,1.191,-0.002,0.013
51.119038,9.973705,DE710510,0.561,0.398,0.23,1.2,0.281,1.997,4.018,0.227,0.514,0.7,0.477,0.588,0.715,0,0.76
51.548335,9.411238,DE710520,0.442,0.399,0.17,1.04,0.223,1.984,4.035,0.147,0.398,0.935,0.797,0.747,0.835,-0.003,0.011
50.283039,8.795511,DE710530,0.45,0.458,0.13,1.33,0.238,1.891,3.724,0.11,0.606,0.937,0.824,0.74,0.861,0.001,0.455
50.236812,9.598874,DE710540,0.963,1.112,0.18,2.89,0.374,2.575,5.014,0.171,1.555,1.276,0.753,0.833,0.985,-0.001,0.518
50.597952,9.636739,DE710550,0.939,1.191,0.19,2.93,0.407,2.309,4.359,0.179,1.428,1.312,0.954,0.963,1.091,0,0.659
50.212502,9.273823,DE710560,0.723,0.815,0.17,2.08,0.276,2.618,5.158,0.159,0.961,1.165,0.808,0.859,1.016,-0.001,0.341
50.835039,9.571015,DE710570,0.671,0.645,0.17,1.88,0.335,2.001,4.032,0.168,0.884,0.956,0.749,0.773,0.798,-0.002,0.103
50.358203,8.592831,DE710580,0.453,0.825,0.01,1.79,0.223,2.027,4.111,0.009,0.92,2.18,1.284,2.255,1.374,-0.001,0.135
50.650468,8.717711,DE710590,0.545,0.91,0.13,1.8,0.262,2.078,4.277,0.133,0.924,1.461,1.32,1.534,1.439,0,0.865
49.668733,8.57118,DE710600,0.655,0.549,0.21,1.63,0.279,2.344,4.604,0.184,0.537,0.815,0.73,0.801,0.773,0.002,0.196
50.587645,9.589761,DE710610,1.015,1.8,0.15,3.66,0.418,2.43,4.733,0.141,2.08,1.781,1.274,1.032,1.392,-0.002,0.11
50.798717,8.76448,DE710620,0.765,0.996,0.18,2.51,0.35,2.185,4.094,0.157,1.261,1.2,1.017,0.95,1.076,-0.001,0.185
50.051193,8.12237,DE710630,0.356,0.551,0.06,1.14,0.165,2.043,4.101,0.06,0.61,1.184,1.05,1.172,1.398,0.002,0.135
50.584378,9.764949,DE710640,0.765,1.156,0.12,2.34,0.363,2.108,4.163,0.113,1.094,1.471,1.377,1.395,1.246,-0.002,0.144
50.234014,8.059171,DE710650,0.576,0.78,0.1,1.869,0.283,2.032,4.015,0.082,0.904,1.316,0.987,1.232,1.141,-0.001,0.135
49.676628,8.997296,DE710660,1.01,1.082,0.3,2.81,0.377,2.679,5.338,0.267,1.35,1.183,0.805,0.674,0.972,0,0.838
50.545868,8.911703,DE710670,0.554,0.769,0.21,1.6,0.275,2.018,4.083,0.184,0.744,1.207,1.105,0.875,1.327,-0.001,0.208
50.474883,8.794968,DE710680,0.463,0.481,0.17,1.42,0.246,1.883,3.838,0.152,0.558,0.878,0.936,0.709,0.936,0,0.475
49.950816,8.452615,DE710690,0.344,0.22,0.1,0.78,0.2,1.719,3.62,0.089,0.302,0.623,0.513,0.734,0.503,-0.001,0.118
51.171481,9.990681,DE710700,0.626,0.53,0.21,1.539,0.305,2.049,4.025,0.215,0.699,0.95,0.606,0.664,0.751,0,0.61
50.363617,8.147826,DE710710,0.429,0.446,0.12,1.189,0.233,1.841,3.718,0.111,0.504,0.904,0.797,0.929,0.961,0,0.541
50.318459,8.855173,DE710720,0.453,0.503,0.1,1.465,0.227,1.993,3.95,0.085,0.662,1.055,0.943,0.973,0.879,0.001,0.185
50.771796,9.562306,DE710730,0.412,0.385,0.13,1.089,0.215,1.912,3.993,0.122,0.493,0.832,0.705,0.772,0.876,-0.002,0.096
50.890009,8.746114,DE710740,0.676,0.86,0.21,1.989,0.334,2.024,4.117,0.193,1.073,1.07,0.885,0.878,1.136,0,1
50.222117,8.690508,DE710750,0.357,0.779,0.01,1.44,0.179,1.996,4.113,0.005,0.853,2.517,1.485,2.543,1.607,-0.001,0.185
50.218513,8.653149,DE710760,0.353,0.861,0.01,1.45,0.165,2.135,4.506,0.01,0.795,3.193,1.606,3.016,1.851,-0.001,0.324
50.734859,8.981665,DE710780,0.888,1.365,0.2,3.047,0.391,2.27,4.481,0.183,1.489,1.4,1.233,1.186,1.286,0.001,0.497
50.052305,7.848388,DE710790,0.467,0.71,0.03,1.659,0.243,1.87,3.809,0.02,0.822,1.42,1.103,1.737,1.217,0,0.973
50.834316,9.988348,DE710800,0.97,1.208,0.2,2.81,0.429,2.262,4.288,0.192,1.329,1.285,1.029,1.037,1.044,0,0.892
50.478262,9.091367,DE710810,0.901,1.193,0.18,2.9,0.315,2.855,5.569,0.167,1.606,1.455,1.259,1.186,0.939,0.002,0.144
50.340531,8.377775,DE710820,0.748,1.185,0,2.78,0.333,2.247,4.377,0,1.511,1.963,1.114,2.355,1.129,0.001,0.377
50.854468,9.28666,DE710830,0.572,0.637,0.2,1.85,0.299,1.915,3.971,0.193,0.786,0.974,0.956,0.977,0.975,0,0.734
50.465739,9.703876,DE710840,1.049,1.283,0.2,3.27,0.439,2.392,4.615,0.174,1.628,1.353,0.909,0.985,1.017,-0.002,0.234
50.515419,8.958907,DE710850,0.623,1.059,0.09,2.44,0.285,2.189,4.35,0.075,1.116,1.757,1.419,1.847,1.313,0,0.734
50.540172,9.426942,DE710860,1.546,2.897,0.09,5.93,0.493,3.084,6.079,0.07,3.317,1.998,1.44,1.516,1.383,-0.001,0.587
50.489574,9.109145,DE710870,1.255,2.076,0.03,5.017,0.427,2.939,5.721,0.02,2.416,1.7,1.349,2.298,1.194,0.003,0.072
50.636485,9.816273,DE710890,0.78,0.992,0.15,2.35,0.343,2.159,4.253,0.144,1.022,1.216,1.102,1.211,1.052,-0.001,0.199
50.319908,9.476355,DE710900,1.006,1.366,0.21,3.07,0.422,2.382,4.738,0.2,1.479,1.36,0.989,1.005,1.173,-0.001,0.234
50.408633,9.139625,DE710910,1.422,2.182,0.04,5.44,0.477,2.972,5.644,0.03,2.695,1.583,1.256,2.08,1.097,0.002,0.185
50.435864,9.024427,DE710920,0.909,1.08,0.27,2.88,0.369,2.467,4.809,0.25,1.375,1.15,1.012,0.915,0.952,0,0.919
51.071641,9.328251,DE710930,0.526,0.563,0.17,1.64,0.275,1.914,3.844,0.157,0.754,0.919,0.854,0.95,0.93,-0.001,0.208
50.277317,9.31067,DE710940,1.101,1.576,0.25,4.02,0.435,2.534,4.847,0.238,1.858,1.457,1.098,1.006,1.133,-0.001,0.196
50.222647,8.874099,DE710950,0.698,0.706,0.17,2.3,0.313,2.229,4.268,0.146,1.021,0.999,0.861,0.82,0.758,0.001,0.221
53.855654,11.117489,DE810010,0.547,0.512,0.18,1.6,0.307,1.784,3.728,0.156,0.635,0.904,0.771,0.95,0.773,-0.002,0.153
53.839465,11.139778,DE810020,0.455,0.512,0.1,1.45,0.231,1.783,3.733,0.091,0.642,1.088,0.89,1.473,0.857,-0.001,0.544
53.846262,10.936514,DE810050,0.56,0.676,0.14,1.862,0.297,1.825,3.88,0.112,0.83,1.292,1.008,1.324,0.932,0.001,0.708
53.705019,11.111804,DE810090,1.203,0.403,0.73,1.96,0.61,1.792,3.806,0.768,0.528,0.262,0.301,0.255,0.349,-0.004,0.268
53.86751,11.448732,DE810120,1.232,0.914,0.32,3.14,0.667,1.793,3.782,0.36,1.1,0.676,0.632,0.681,0.685,-0.01,0.007
53.963277,11.551919,DE810160,0.379,0.588,0.05,1.33,0.205,1.782,3.888,0.05,0.634,1.798,1.292,2.112,1.143,-0.001,0.592
53.744922,11.832416,DE810300,0.472,0.261,0.161,0.969,0.264,1.788,3.633,0.147,0.462,0.502,0.422,0.462,0.396,-0.002,0.045
53.658682,11.570482,DE810320,0.409,0.207,0.16,0.83,0.234,1.745,3.617,0.163,0.352,0.433,0.423,0.398,0.393,-0.001,0.497
53.609351,11.654784,DE810330,0.365,0.209,0.14,0.79,0.212,1.725,3.622,0.124,0.334,0.474,0.496,0.43,0.47,-0.002,0.019
53.561463,11.816094,DE810340,0.222,0.281,0.02,0.77,0.13,1.696,3.57,0.025,0.372,1.141,1.054,1.046,0.99,0.001,0.395
53.96068,12.052181,DE810410,0.472,0.536,0.06,1.59,0.264,1.787,3.687,0.046,0.73,1.179,0.906,1.679,0.794,-0.002,0.308
53.799533,12.169429,DE810450,0.415,0.294,0.09,1,0.244,1.699,3.428,0.061,0.513,0.687,0.53,0.768,0.487,-0.001,0.277
53.690797,12.322178,DE810470,0.524,0.306,0.15,1.12,0.302,1.737,3.587,0.152,0.571,0.549,0.412,0.589,0.395,-0.003,0.002
53.613497,12.334605,DE810490,0.74,0.286,0.39,1.24,0.434,1.703,3.497,0.36,0.416,0.344,0.358,0.391,0.297,-0.007,0.001
53.778258,12.248481,DE810570,0.334,0.34,0.03,1.03,0.199,1.679,3.47,0.023,0.602,1.103,0.667,1.181,0.695,-0.001,0.518
53.737218,11.835574,DE810580,0.479,0.258,0.14,0.95,0.28,1.71,3.515,0.122,0.513,0.508,0.387,0.498,0.331,-0.002,0.025
53.645107,12.03489,DE810590,0.443,0.304,0.09,1.02,0.254,1.688,3.519,0.082,0.585,0.739,0.503,0.61,0.404,-0.001,0.277
53.592342,12.09164,DE810600,0.446,0.308,0.07,1.06,0.263,1.699,3.532,0.058,0.582,0.729,0.463,0.689,0.423,0.002,0.234
53.724538,11.745671,DE810610,0.482,0.341,0.09,1.16,0.263,1.831,3.758,0.074,0.57,0.743,0.493,0.753,0.498,-0.001,0.341
54.197908,12.315728,DE810670,0.367,0.574,0.01,1.31,0.186,1.842,4.021,0.01,0.632,1.648,1.221,4.243,0.877,-0.003,0.019
54.127666,12.591961,DE810700,0.416,0.407,0.14,1.03,0.225,1.847,3.851,0.124,0.416,0.655,0.763,0.971,0.955,-0.004,0.002
54.464916,13.305611,DE810920,0.37,0.595,0.01,1.64,0.199,1.854,3.931,0.001,0.705,2.041,1.305,2.84,1.056,0,0.919
54.066502,13.647253,DE811050,0.376,0.323,0.08,0.94,0.2,1.748,3.79,0.062,0.449,0.669,0.657,1.268,0.663,0.001,0.358
53.695735,12.782244,DE811190,0.349,0.317,0.1,0.97,0.219,1.592,3.479,0.086,0.47,0.657,0.679,1.188,0.713,0,0.786
53.588791,12.782123,DE811210,0.569,0.316,0.21,1.15,0.36,1.58,3.518,0.167,0.472,0.441,0.454,0.658,0.42,-0.001,0.497
53.568617,12.859586,DE811250,0.257,0.4,0.01,1.01,0.156,1.588,3.575,0.008,0.545,1.55,1.01,3.115,1.16,0,0.919
53.882362,13.402489,DE811270,0.303,0.363,0.04,0.97,0.184,1.534,3.432,0.03,0.483,1.086,0.964,1.625,0.882,0.001,0.498
53.792288,13.311801,DE811440,0.332,0.23,0.1,0.8,0.21,1.579,3.359,0.082,0.379,0.524,0.533,0.759,0.57,0,0.973
53.792529,13.311032,DE811450,0.332,0.229,0.1,0.8,0.197,1.579,3.359,0.082,0.381,0.526,0.537,0.758,0.575,0,0.887
