lat,long,gauge_id,q_mean,q_std,q_5,q_95,runoff_coefficient,p_mean,p_std,q_7_10,q_seasonal_amplitude,cvq_autumn,cvq_spring,cvq_summer,cvq_winter,q_annual_sens_slope,q_annual_p.value
49.595319,6.874568,DEC10000,1.591,2.288,0.21,5.289,0.53,3.002,5.81,0.158,3.039,1.428,1.014,0.984,1.086,-0.001,0.634
49.633516,7.001765,DEC10080,1.761,2.501,0.2,5.919,0.576,3.056,5.915,0.151,3.461,1.793,0.911,1.065,1.036,0.004,0.135
49.349748,7.17969,DEC10110,1.223,1.746,0.32,4.249,0.467,2.618,5.11,0.286,2.113,1.503,1.086,0.954,1.113,0,0.892
49.203854,7.058224,DEC10120,0.884,1.203,0.17,2.63,0.372,2.378,4.843,0.153,1.432,1.427,0.908,1.315,1.132,0.002,0.083
49.461987,6.852783,DEC10130,1.437,1.784,0.31,4.55,0.5,2.873,5.494,0.292,2.539,1.14,0.882,0.818,0.977,0.003,0.11
49.410123,6.897965,DEC10140,1.226,2.024,0.16,4.53,0.486,2.522,4.958,0.155,2.302,2.014,1.33,1.369,1.18,0.004,0.077
49.530753,6.900173,DEC10150,1.581,2.274,0.14,5.639,0.539,2.932,5.654,0.122,3.364,1.621,1.032,1.359,0.995,-0.001,0.786
49.249796,7.254638,DEC10160,0.394,0.327,0.17,0.869,0.164,2.4,4.746,0.16,0.248,0.841,0.627,0.591,0.935,0,0.734
49.376426,6.787763,DEC10200,1.259,1.709,0.24,4.31,0.46,2.738,5.215,0.223,2.355,1.432,1.034,1.035,1.009,0,0.919
49.330317,6.7542,DEC10210,0.574,0.797,0.15,1.59,0.243,2.361,4.611,0.144,0.751,1.274,1.127,1.053,1.261,-0.001,0.341
49.256737,6.87067,DEC10230,1.293,1.603,0.3,3.819,0.557,2.322,4.57,0.274,1.676,1.306,1.008,1.087,1.041,0.006,0.072
49.475623,7.162717,DEC10240,1.483,1.719,0.22,4.408,0.544,2.705,5.349,0.22,1.99,1.181,0.958,0.765,0.965,-0.006,0
49.487651,6.836446,DEC10280,1.282,1.441,0.35,3.32,0.457,2.805,5.443,0.364,1.866,0.991,0.714,0.577,1.054,0.001,0.659
49.224168,7.044271,DEC10290,0.671,0.491,0.32,1.45,0.269,2.49,4.922,0.372,0.181,0.727,0.648,0.663,0.805,-0.003,0.013
49.522225,6.71838,DEC10300,1.373,1.514,0.25,4.02,0.505,2.717,5.289,0.203,2.225,1.237,0.71,0.872,0.86,0.003,0.077
49.381427,7.211767,DEC10310,1.142,1.96,0.15,4.18,0.44,2.567,5.091,0.12,2.236,1.895,1.32,1.29,1.273,-0.002,0.262
49.646836,6.986682,DEC10320,1.684,2.2,0.21,5.5,0.562,2.998,5.777,0.205,3.036,1.55,0.848,1.685,0.957,0.005,0.057
49.534839,6.893962,DEC10340,1.464,2.357,0.12,4.91,0.486,3.012,5.836,0.105,3.258,1.833,1.051,1.31,1.155,0,0.786
49.500589,6.79837,DEC10350,1.663,1.996,0.4,4.77,0.547,2.932,5.74,0.362,2.527,1.053,0.882,0.721,1.044,-0.001,0.541
49.399485,7.166938,DEC10370,1.24,1.903,0.28,4.259,0.467,2.653,5.203,0.273,2.187,1.537,1.199,1.094,1.211,-0.001,0.415
49.507562,7.076237,DEC10380,3.332,3.519,0.53,8.189,1.21,2.755,5.487,0.447,2.74,0.812,1.056,0.819,1.119,0.001,0.919
49.407347,6.961479,DEC10390,1.204,1.966,0.13,4.55,0.465,2.587,5.1,0.117,2.244,1.744,1.371,1.369,1.19,0.002,0.208
49.446335,6.647257,DEC10420,0.827,0.501,0.36,1.66,0.331,2.499,4.927,0.409,0.583,0.562,0.481,0.38,0.632,-0.006,0
49.251046,6.977285,DEC10430,1.065,1.249,0.18,3.21,0.42,2.536,5.016,0.155,1.401,1.108,0.883,1.17,1.032,-0.01,0
49.512583,6.744489,DEC10440,1.246,1.754,0.08,4.31,0.46,2.708,5.256,0.074,2.366,1.519,1.054,1.207,1.096,0.007,0.021
50.791358,12.927491,DED10050,1.175,1.552,0.23,3.36,0.435,2.528,5.231,0.186,1.354,1.191,1.15,2.118,0.959,-0.001,0.568
51.124386,14.17738,DED10220,0.989,0.905,0.36,2.08,0.434,2.279,4.711,0.321,0.601,0.78,0.708,1.162,0.898,-0.004,0.103
51.405505,14.57466,DED10240,0.748,0.441,0.33,1.47,0.402,1.858,4.182,0.354,0.372,0.516,0.521,0.744,0.566,-0.005,0.025
50.72724,12.907395,DED10260,1.289,1.753,0.22,3.75,0.463,2.621,5.446,0.253,1.607,1.226,1.242,2.253,0.933,-0.003,0.069
50.793784,13.663997,DED10290,1.974,2.756,0.14,6.9,0.754,2.616,5.591,0.06,2.925,1.348,1.099,2.372,1.093,-0.011,0.001
51.211903,12.387231,DED10300,0.396,0.347,0.15,0.98,0.225,1.762,3.801,0.142,0.278,0.832,0.707,1.021,0.854,0,0.919
50.845262,12.92212,DED10340,0.876,1.204,0.16,2.55,0.378,2.316,4.877,0.147,0.965,1.26,1.129,2.375,0.991,-0.001,0.541
50.894463,13.663963,DED10400,1.185,1.904,0.16,3.62,0.471,2.515,5.441,0.13,1.535,1.281,1.108,3.325,0.974,-0.002,0.341
51.022098,13.993819,DED10480,0.77,0.747,0.28,1.798,0.349,2.206,4.586,0.276,0.645,0.898,0.757,1.246,0.894,0.002,0.234
51.125854,13.431687,DED10530,0.699,0.826,0.27,1.64,0.322,1.984,4.799,0.292,0.646,0.827,0.758,2.25,0.809,0,0.955
51.198332,13.772944,DED10620,0.669,0.707,0.18,1.7,0.319,2.098,4.611,0.204,0.584,1.22,0.763,1.483,0.853,0.001,0.683
51.071468,14.649195,DED10640,0.678,1.096,0.18,1.68,0.324,2.095,4.673,0.166,0.695,1.737,1.326,2.19,1.358,0.002,0.185
51.201866,14.623214,DED10690,0.59,0.829,0.16,1.509,0.302,1.953,4.376,0.144,0.552,1.476,0.951,2.252,1.058,0,0.919
50.980892,12.78002,DED10700,1.078,1.252,0.29,2.95,0.48,2.247,4.721,0.27,1.024,1.082,0.971,1.759,0.917,-0.004,0.017
50.783613,12.9244,DED10830,0.894,1.485,0.12,2.759,0.392,2.281,4.899,0.119,1.061,1.54,1.357,3.067,1.167,-0.001,0.786
51.015395,13.477461,DED10860,0.676,1.23,0.08,2.28,0.311,2.174,5.182,0.069,0.937,1.944,1.377,3.597,1.21,0.001,0.708
51.154186,14.923431,DED10890,0.516,0.892,0.08,1.6,0.277,1.864,4.235,0.09,0.627,1.969,1.233,2.703,1.403,-0.001,0.659
50.757282,12.857959,DED10920,0.979,1.624,0.12,3.22,0.396,2.327,5.006,0.127,1.12,1.475,1.325,2.971,1.2,-0.003,0.042
51.252417,14.811845,DED10970,0.46,0.643,0.07,1.35,0.243,1.896,4.301,0.062,0.402,1.321,0.916,2.407,1.108,0,0.838
51.290621,13.498823,DED11050,0.487,0.516,0.12,1.4,0.258,1.884,4.192,0.11,0.524,1.131,0.863,1.528,0.83,0,0.919
51.112775,13.800642,DED11120,0.656,1.031,0.04,2.04,0.319,2.039,4.809,0.028,0.882,1.466,0.999,3.61,0.966,0,0.838
50.943016,13.76607,DED11150,0.687,1.115,0.04,2.37,0.318,2.151,5.143,0.03,0.984,1.657,1.131,3.434,1.051,0,0.919
51.38153,12.435572,DED11280,0.254,0.313,0.07,0.7,0.15,1.697,3.799,0.07,0.243,1.278,1.003,1.376,1.172,0,0.973
51.279409,14.436091,DED11370,0.328,0.431,0.04,0.85,0.19,1.729,3.999,0.041,0.272,1.324,0.849,2.191,1.119,0.001,0.415
51.314962,13.252934,DED11420,0.34,0.404,0.13,0.73,0.207,1.646,3.856,0.124,0.301,0.819,1.016,1.699,1.106,0,0.708
50.610922,12.272241,DED11460,0.996,1.234,0.19,2.61,0.445,2.237,4.691,0.168,1.045,1.288,0.918,2.096,0.885,-0.003,0.077
50.781349,12.370455,DED11540,0.515,0.857,0.13,1.4,0.276,1.824,4.046,0.134,0.445,1.551,1.17,2.683,1.326,0.003,0.262
51.476425,14.19704,DED11610,0.342,0.403,0.03,1.02,0.185,1.842,4.013,0.014,0.388,1.077,0.906,2.142,0.927,0.001,0.196
51.181936,13.551763,DED11620,0.374,0.6,0.03,1.18,0.212,1.718,4.094,0.029,0.503,1.746,1.09,3.071,1.077,-0.003,0.049
50.777005,12.530023,DED11640,0.679,1.023,0.17,1.7,0.283,2.167,4.723,0.17,0.556,1.246,1.105,2.551,1.122,-0.002,0.32
50.953582,14.728942,DED11660,0.743,1.463,0.12,2.23,0.363,2.043,4.428,0.119,0.969,1.701,1.674,2.947,1.58,-0.008,0.007
51.199661,14.297243,DED11820,0.613,0.464,0.26,1.22,0.301,1.969,4.248,0.219,0.286,0.597,0.6,1.021,0.735,0.002,0.187
51.195476,13.372303,DED11840,0.325,0.433,0.09,0.77,0.181,1.8,4.358,0.082,0.294,0.926,0.96,2.391,1.037,0.001,0.475
51.20614,14.305618,DED11960,0.586,0.572,0.19,1.29,0.279,1.979,4.264,0.177,0.421,0.764,0.726,1.481,0.87,-0.001,0.617
51.114647,13.91979,DED11980,0.683,0.868,0.25,1.761,0.297,2.228,4.795,0.23,0.591,1.309,0.982,1.651,1.141,0.002,0.134
51.215923,13.720243,DED11990,0.433,0.622,0.05,1.37,0.248,1.748,4.207,0.04,0.51,1.28,1.207,2.568,1.089,0,0.919
51.025254,14.796354,DED12100,0.521,0.715,0.14,1.58,0.244,1.931,4.237,0.111,0.587,1.445,1.152,1.831,1.165,-0.003,0.08
51.022706,14.779483,DED12110,0.677,0.818,0.19,1.64,0.343,1.973,4.407,0.21,0.517,1.086,1.14,1.474,1.099,-0.003,0.248
51.327447,14.231048,DED12320,0.42,0.585,0.1,1.02,0.221,1.896,4.165,0.079,0.317,1.253,0.885,2.255,1.107,0.003,0.032
51.266583,13.254339,DED12370,0.105,0.084,0.02,0.2,0.062,1.673,3.909,0.03,0.058,0.603,0.473,1.187,0.804,0,0.324
51.045811,12.56995,DED12470,0.403,0.456,0.12,1.141,0.214,1.836,4.087,0.12,0.323,1.041,0.904,1.625,0.979,-0.001,0.434
51.271305,14.884976,DED12500,0.491,0.846,0.06,1.53,0.266,1.85,4.206,0.058,0.586,1.528,1.325,2.88,1.378,0,1
50.610455,12.960373,DED12510,1.296,1.462,0.27,3.59,0.488,2.654,5.298,0.228,1.527,1.048,0.964,1.602,0.923,-0.008,0
51.064221,14.944115,DED12520,0.503,0.747,0.16,1.23,0.268,1.878,4.184,0.143,0.523,1.409,1.276,1.98,1.262,-0.003,0.057
51.437138,12.671557,DED12530,0.189,0.304,0.01,0.57,0.105,1.639,3.805,0.011,0.284,1.424,1.374,1.703,1.428,-0.001,0.339
51.348171,14.201007,DED12570,0.37,0.434,0.05,1.07,0.197,1.883,4.192,0.032,0.47,1.002,0.991,1.917,0.994,0.002,0.035
51.055036,13.535064,DED12660,0.533,1.153,0.11,1.51,0.272,1.958,4.777,0.112,0.598,1.884,1.329,3.591,1.914,0.002,0.341
50.776913,13.423531,DED12680,1.476,1.685,0.39,4.08,0.556,2.657,5.612,0.378,2.073,0.908,0.992,1.765,0.86,-0.003,0.135
51.294236,14.323695,DED12710,0.485,0.489,0.15,1.1,0.256,1.892,4.121,0.131,0.365,0.802,0.762,1.57,0.875,0.002,0.11
52.154576,11.188884,DEE10000,0.23,0.239,0.04,0.66,0.131,1.592,3.538,0.033,0.338,1.035,0.729,0.832,0.892,0,0.866
52.212572,11.134176,DEE10010,0.231,0.272,0.04,0.75,0.147,1.571,3.459,0.033,0.36,1.125,0.862,0.927,1.004,0,0.946
52.27807,11.068552,DEE10020,0.272,0.27,0.06,0.72,0.171,1.59,3.452,0.054,0.325,0.823,0.775,0.899,0.906,0.001,0.475
52.314377,11.056336,DEE10030,0.303,0.308,0.07,0.83,0.189,1.601,3.453,0.069,0.393,0.829,0.792,0.88,0.882,0,0.76
52.298873,11.104414,DEE10040,0.294,0.498,0.01,1.08,0.163,1.636,3.593,0.01,0.486,2.302,1.204,2.352,1.334,-0.002,0.302
52.384503,11.170529,DEE10050,0.245,0.387,0.01,0.86,0.14,1.59,3.508,0.01,0.472,1.682,1.175,2.45,1.176,-0.002,0.095
51.994513,10.652965,DEE10070,0.571,0.749,0.1,1.68,0.27,2.117,4.389,0.089,0.683,1.545,0.983,2.212,0.967,-0.001,0.812
51.226297,11.684518,DEE10170,0.377,0.29,0.14,0.95,0.22,1.714,3.291,0.147,0.419,0.657,0.647,0.643,0.675,-0.001,0.541
51.455782,11.118879,DEE10200,0.669,0.636,0.19,2.12,0.331,2.023,3.816,0.182,0.921,0.923,0.897,0.678,0.712,-0.001,0.634
51.565023,10.957831,DEE10210,0.99,1.549,0.07,3.563,0.43,2.186,4.337,0.055,1.846,2.176,1.184,1.619,1.183,-0.004,0.174
51.469712,11.12933,DEE10240,0.3,0.309,0.07,0.84,0.165,1.727,3.601,0.081,0.386,1.371,0.797,0.788,0.949,-0.001,0.475
51.401716,11.392094,DEE10260,0.149,0.156,0.02,0.43,0.096,1.509,3.552,0.028,0.175,1.154,0.76,0.874,1.048,0,0.76
51.222164,11.609626,DEE10270,0.216,0.285,0.07,0.44,0.131,1.653,3.845,0.072,0.134,1.273,1.437,1.164,1.198,0,0.587
51.118182,11.855781,DEE10280,0.289,0.359,0.09,0.6,0.167,1.682,3.881,0.104,0.216,1.171,1.071,1.566,1.13,-0.002,0.027
51.224751,12.062247,DEE10290,0.126,0.097,0.04,0.26,0.074,1.56,3.781,0.04,0.086,0.792,0.621,0.946,0.666,-0.001,0.006
51.442747,12.031206,DEE10350,0.185,0.233,0.03,0.51,0.116,1.452,3.477,0.04,0.162,1.465,0.996,1.343,1.197,-0.002,0.01
51.517237,11.595501,DEE10380,0.104,0.133,0.01,0.295,0.067,1.536,3.609,0.017,0.125,1.424,1.027,1.148,1.244,-0.001,0.027
51.441361,11.677616,DEE10400,0.138,0.108,0.05,0.27,0.093,1.483,3.501,0.067,0.076,0.633,0.769,0.587,0.889,0,0.919
51.614138,11.733586,DEE10410,0.122,0.083,0.05,0.239,0.086,1.427,3.51,0.055,0.05,0.675,0.591,0.684,0.706,-0.001,0.234
51.564577,11.20735,DEE10420,0.619,0.966,0.08,2.58,0.322,1.915,3.973,0.078,1.17,2.021,1.322,1.382,1.071,-0.004,0.007
51.575821,11.278703,DEE10430,0.573,0.888,0.06,2.279,0.315,1.82,3.801,0.058,1.098,1.945,1.301,1.504,1.096,-0.002,0.185
51.606679,11.468009,DEE10440,0.457,0.673,0.05,1.67,0.261,1.748,3.704,0.049,0.845,1.809,1.236,1.363,1.042,-0.001,0.541
51.752655,11.527866,DEE10450,0.341,0.376,0.07,0.98,0.21,1.624,3.57,0.076,0.504,1.205,0.932,0.942,0.863,-0.001,0.455
51.659408,11.357276,DEE10460,0.36,0.479,0.05,1.03,0.211,1.634,3.739,0.055,0.524,1.362,1.111,1.186,1.106,-0.003,0.066
51.753498,11.435987,DEE10470,0.258,0.282,0.04,0.71,0.15,1.597,3.695,0.05,0.344,1.295,0.739,1.005,1.066,0,0.955
51.764107,11.793705,DEE10480,0.136,0.114,0.03,0.33,0.093,1.47,3.343,0.034,0.125,0.914,0.607,0.915,0.762,0,0.838
51.735988,10.807678,DEE10520,0.874,1.554,0.27,3.217,0.263,3.276,6.137,0.256,1.414,1.938,1.532,0.622,1.602,0,0.838
51.741581,10.919393,DEE10530,1.019,1.188,0.31,3.26,0.361,2.82,5.298,0.28,1.175,1.118,1.113,0.655,1.052,-0.003,0.341
51.833535,11.208971,DEE10550,0.645,0.619,0.21,1.81,0.298,2.162,4.17,0.219,0.716,0.949,0.848,0.626,0.868,-0.002,0.196
51.887575,11.189574,DEE10560,0.494,0.478,0.14,1.41,0.257,1.923,3.795,0.127,0.618,0.978,0.82,0.749,0.819,-0.001,0.377
52.005531,11.31924,DEE10570,0.351,0.309,0.09,0.96,0.199,1.761,3.513,0.088,0.443,0.869,0.714,0.745,0.733,-0.001,0.434
51.854043,11.588719,DEE10580,0.318,0.272,0.08,0.84,0.186,1.715,3.443,0.075,0.39,0.849,0.688,0.737,0.721,-0.002,0.072
51.699661,10.728677,DEE10590,2.327,3.202,0.25,7.759,0.677,3.437,6.464,0.196,4.083,1.638,1.197,1.137,0.977,-0.009,0
51.73745,10.764735,DEE10600,1.881,2.685,0.19,6.43,0.577,3.261,6.147,0.142,3.425,1.706,1.178,1.278,1.031,-0.003,0.062
51.743277,10.683221,DEE10610,2.497,3.313,0.52,7.15,0.637,3.922,7.263,0.469,3.056,1.419,1.092,1.445,1.148,-0.004,0.027
51.749473,10.748528,DEE10620,1.935,2.122,0.41,6.28,0.551,3.513,6.594,0.34,2.584,1.153,0.908,1.022,0.874,-0.001,0.455
51.69289,10.790521,DEE10630,1.563,2.642,0.07,6.81,0.586,2.668,5.105,0.051,3.232,2.069,1.411,1.925,1.166,-0.012,0
51.63155,11.097409,DEE10670,0.86,1.276,0.11,2.89,0.432,1.991,4.184,0.094,1.592,1.749,1.292,1.34,1.042,-0.006,0.004
51.691373,11.283867,DEE10680,0.615,0.89,0.08,1.939,0.33,1.864,3.977,0.065,1.121,1.74,1.176,1.589,1.08,-0.001,0.395
51.83886,11.269811,DEE10690,0.291,0.401,0.03,0.88,0.181,1.612,3.489,0.02,0.481,1.731,1.106,1.349,1.053,-0.001,0.221
51.822348,10.934404,DEE10700,0.489,0.713,0,1.67,0.241,1.871,4.108,0,0.799,2.351,0.95,2.294,1.107,-0.003,0.239
51.803956,10.694575,DEE10710,2.319,4.316,0.21,7.36,0.615,3.773,7.021,0.192,3.652,1.793,1.694,2.882,1.453,-0.013,0
51.817862,10.72886,DEE10720,1.734,2.672,0.16,5.801,0.489,3.434,6.514,0.103,2.568,1.638,1.338,2.402,1.16,-0.006,0.001
51.884989,10.963177,DEE10730,0.702,0.737,0.19,1.91,0.344,2.041,4.301,0.185,0.756,1.119,0.88,1.368,0.845,-0.002,0.053
51.941572,11.158636,DEE10740,0.456,0.481,0.09,1.22,0.249,1.829,3.905,0.091,0.521,1.185,0.854,1.425,0.809,-0.002,0.045
51.830473,10.78519,DEE10760,0.753,1.276,0.13,2.53,0.314,2.323,4.888,0.11,1.12,1.575,1.144,3.511,1.145,-0.002,0.254
51.864329,10.9072,DEE10790,0.155,0.247,0,0.54,0.094,1.642,3.775,0.01,0.2,2.135,1.135,1.944,1.461,-0.002,0.062
52.023582,11.224491,DEE10810,0.209,0.224,0.03,0.63,0.129,1.624,3.478,0.032,0.288,1.027,0.757,0.947,0.932,-0.001,0.341
52.249083,11.957532,DEE10830,0.248,0.147,0.09,0.5,0.159,1.553,3.514,0.087,0.209,0.587,0.419,0.725,0.477,-0.001,0.277
52.269162,12.174985,DEE10850,0.335,0.154,0.14,0.6,0.207,1.623,3.747,0.131,0.245,0.475,0.328,0.526,0.324,-0.002,0.011
52.666168,12.061876,DEE10880,0.331,0.288,0.07,0.89,0.208,1.497,3.439,0.052,0.444,0.967,0.64,0.851,0.643,0,0.721
52.720837,12.087938,DEE10890,0.297,0.263,0.05,0.82,0.192,1.503,3.43,0.041,0.41,0.943,0.632,1.024,0.66,0.001,0.708
51.95949,12.015433,DEE10910,0.256,0.15,0.081,0.51,0.158,1.617,3.522,0.067,0.229,0.568,0.447,0.619,0.475,-0.001,0.377
52.019959,12.090919,DEE10920,0.157,0.111,0.03,0.33,0.092,1.643,3.625,0.028,0.159,0.549,0.52,0.848,0.685,-0.001,0.032
52.00795,12.094084,DEE10930,0.456,0.238,0.18,0.87,0.265,1.617,3.584,0.159,0.332,0.51,0.419,0.561,0.415,-0.002,0.134
52.115792,12.066095,DEE10960,0.27,0.201,0.07,0.62,0.167,1.618,3.621,0.06,0.229,0.755,0.579,1,0.573,-0.003,0.001
52.071306,11.870616,DEE10970,0.281,0.3,0.05,0.77,0.183,1.54,3.453,0.042,0.424,1.221,0.758,1.064,0.844,-0.001,0.153
52.561927,10.982676,DEE10980,0.222,0.237,0.02,0.57,0.124,1.8,3.774,0.014,0.349,1.062,0.745,0.896,0.868,-0.001,0.455
52.832758,11.774994,DEE11070,0.303,0.284,0.04,0.84,0.198,1.529,3.305,0.04,0.471,0.925,0.752,0.957,0.63,-0.001,0.683
52.53804,11.388934,DEE11090,0.386,0.15,0.21,0.64,0.25,1.547,3.41,0.192,0.23,0.382,0.318,0.323,0.319,-0.002,0.005
52.580826,11.78773,DEE11150,0.261,0.26,0.05,0.68,0.156,1.52,3.524,0.036,0.348,0.827,0.76,1.032,0.846,-0.003,0.045
52.609787,11.868472,DEE11160,0.271,0.276,0.04,0.75,0.161,1.523,3.517,0.04,0.379,0.928,0.828,1.067,0.822,-0.002,0.095
52.717462,11.854181,DEE11170,0.298,0.335,0.04,0.88,0.198,1.508,3.423,0.03,0.457,1.127,0.885,1.057,0.874,0,0.973
52.749435,11.099572,DEE11200,0.393,0.211,0.15,0.74,0.224,1.693,3.639,0.137,0.344,0.503,0.394,0.492,0.443,-0.001,0.254
52.819213,11.027451,DEE11230,0.357,0.303,0.12,0.869,0.206,1.729,3.686,0.1,0.402,0.813,0.694,0.764,0.712,-0.001,0.377
52.853799,11.35672,DEE11250,0.269,0.332,0.03,0.84,0.157,1.562,3.472,0.02,0.438,1.213,0.961,1.447,0.961,-0.003,0.028
53.708051,10.173985,DEF10110,0.714,0.767,0.17,2.4,0.312,2.218,4.42,0.144,0.979,1.094,0.924,0.943,0.826,0,0.943
53.901404,9.885325,DEF10220,1.022,0.922,0.3,2.86,0.44,2.323,4.416,0.272,1.116,0.921,0.718,0.92,0.728,0.002,0.163
53.917932,9.899987,DEF10230,0.932,0.548,0.36,2,0.395,2.36,4.482,0.317,0.867,0.554,0.419,0.497,0.484,0.003,0.035
53.909288,9.890013,DEF10240,0.727,0.695,0.15,1.949,0.315,2.309,4.465,0.137,0.887,0.957,0.713,0.985,0.752,0.005,0.002
54.045865,9.8191,DEF10280,1.032,0.914,0.25,2.78,0.401,2.363,4.39,0.183,1.241,0.888,0.652,0.895,0.7,0.002,0.42
54.637224,9.704095,DEF10380,0.969,1.215,0.09,3.49,0.431,2.246,4.311,0.062,1.691,1.231,1.127,1.297,0.875,-0.001,0.634
54.22368,9.769238,DEF10440,1.129,0.788,0.36,2.76,0.481,2.348,4.332,0.341,1.081,0.736,0.532,0.511,0.583,-0.002,0.475
53.870385,9.724338,DEF10460,0.813,0.725,0.24,2.04,0.34,2.393,4.551,0.197,0.902,0.831,0.7,0.774,0.792,0.002,0.045
54.08338,9.804735,DEF10480,0.945,0.902,0.2,2.58,0.373,2.371,4.466,0.19,1.29,1.032,0.673,0.894,0.766,-0.002,0.354
54.079266,10.014767,DEF10600,0.648,0.741,0.11,2.15,0.275,2.356,4.504,0.115,1.005,1.306,0.834,1.053,0.87,-0.001,0.308
53.604475,10.649094,DEF10640,0.377,0.64,0.01,1.52,0.184,2.049,4.243,0.01,0.796,1.892,1.377,1.798,1.181,-0.001,0.541
53.994876,9.811051,DEF10670,1.136,0.908,0.26,2.9,0.48,2.369,4.545,0.231,1.37,0.831,0.576,0.722,0.603,0.003,0.062
53.697143,10.21585,DEF10710,0.716,0.772,0.17,2.299,0.327,2.192,4.39,0.151,0.936,1.146,0.884,0.987,0.866,0,0.76
54.103418,9.191047,DEF10830,0.75,0.765,0.21,2.059,0.29,2.583,4.774,0.192,0.768,1.128,0.722,1.093,0.841,0.002,0.083
54.005903,9.522902,DEF10920,1.127,0.75,0.44,2.43,0.419,2.566,4.889,0.348,0.846,0.693,0.446,0.702,0.598,0.004,0.038
54.59549,9.035567,DEF10930,1.24,1.125,0.27,3.35,0.501,2.477,4.541,0.194,1.658,0.824,0.747,0.913,0.684,0.002,0.135
54.616075,9.376074,DEF10980,1.168,0.953,0.38,3.209,0.473,2.468,4.659,0.365,1.415,0.75,0.668,0.591,0.652,0,0.946
54.542609,9.341438,DEF11060,1.591,1.124,0.42,3.92,0.659,2.413,4.453,0.369,1.754,0.717,0.557,0.648,0.508,0,0.838
54.241422,10.051228,DEF11240,1.068,0.751,0.37,2.63,0.458,2.331,4.499,0.318,1.247,0.613,0.557,0.515,0.554,0.001,0.659
53.925787,9.787522,DEF11250,0.938,0.681,0.32,2.29,0.382,2.336,4.424,0.285,0.969,0.696,0.546,0.681,0.585,0,0.568
54.842141,9.542206,DEF11430,0.853,1.108,0.09,3.12,0.358,2.386,4.569,0.063,1.464,1.28,1.078,1.723,0.935,0.001,0.324
53.814047,9.709226,DEF11570,0.8,1.289,0,3.62,0.324,2.309,4.376,0.01,1.644,1.79,1.565,2.49,1.009,0.003,0.074
53.640424,9.824323,DEF11730,0.758,0.676,0.21,2.06,0.351,2.159,4.249,0.172,0.72,0.922,0.706,0.94,0.773,0,0.838
53.605507,10.434354,DEF11760,0.617,0.773,0.07,2.25,0.296,2.084,4.218,0.058,1.002,1.344,1.036,1.596,0.868,0,0.76
54.286017,10.073148,DEF11770,1.039,0.771,0.33,2.66,0.446,2.321,4.457,0.274,1.241,0.631,0.567,0.542,0.593,0.002,0.395
53.75738,9.898675,DEF11900,0.892,1.293,0.09,3.39,0.388,2.303,4.555,0.076,1.277,1.582,1.312,1.91,1.053,-0.001,0.563
54.09868,9.769996,DEF12040,1.109,1.169,0.29,2.95,0.471,2.353,4.384,0.245,1.303,1.018,0.755,0.933,0.933,0,0.892
54.229697,9.632496,DEF12090,1.16,0.993,0.27,3.049,0.491,2.363,4.35,0.255,1.422,0.948,0.612,0.787,0.648,0,1
53.438227,10.540814,DEF12700,0.242,0.461,0.04,0.909,0.118,2.039,4.134,0.031,0.422,2.131,1.659,1.941,1.474,-0.001,0.359
54.684159,9.018334,DEF12720,1.387,1.39,0.2,4.051,0.558,2.419,4.519,0.16,1.938,0.868,0.907,1.087,0.742,0.002,0.341
54.013872,9.440944,DEF12830,1.197,1.071,0.36,3.079,0.421,2.667,4.985,0.331,1.222,0.88,0.584,1.267,0.718,-0.001,0.498
54.7077,9.523184,DEF12940,0.973,1.169,0.12,3.48,0.401,2.425,4.664,0.096,1.754,1.226,1.069,1.458,0.793,0,0.838
53.771808,10.12437,DEF12960,0.813,1.019,0.09,2.9,0.351,2.317,4.518,0.073,1.269,1.329,1.13,1.164,0.887,0.001,0.395
53.65973,10.580059,DEF13110,0.702,1.028,0.02,2.84,0.344,2.039,4.156,0.015,1.34,1.675,1.271,1.576,0.958,-0.001,0.541
54.284675,9.70234,DEF13240,0.94,0.763,0.19,2.52,0.402,2.337,4.298,0.162,1.225,0.854,0.601,0.744,0.578,-0.001,0.659
54.05103,9.916701,DEF13250,1.014,0.706,0.41,2.43,0.43,2.357,4.475,0.39,0.927,0.694,0.535,0.484,0.632,-0.001,0.76
53.476786,10.612839,DEF13390,0.66,0.715,0.14,1.9,0.301,2.067,4.172,0.12,0.857,1.039,0.862,1.068,0.901,-0.002,0.248
54.23546,10.284449,DEF13410,0.865,0.608,0.18,2.109,0.414,2.093,4.106,0.169,1.073,0.716,0.523,0.621,0.508,-0.002,0.563
53.795572,10.357403,DEF13450,0.792,0.891,0.16,2.6,0.362,2.185,4.303,0.136,1.105,1.12,0.955,0.83,0.883,-0.001,0.434
54.235522,10.515836,DEF13480,0.741,0.785,0.05,2.4,0.362,2.044,4.11,0.04,1.36,1.113,0.829,1.597,0.625,-0.002,0.208
53.706723,9.783077,DEF13490,0.798,1.29,0.05,3.23,0.355,2.245,4.557,0.042,1.325,1.712,1.365,2.531,1.16,-0.002,0.185
53.505427,10.240906,DEF13560,0.625,0.578,0.21,1.83,0.292,2.141,4.198,0.194,0.696,0.841,0.841,0.756,0.762,0,0.812
53.658108,9.848274,DEF13580,0.647,0.871,0.07,2.28,0.29,2.229,4.427,0.066,0.912,1.549,1.098,1.663,1.012,0.001,0.475
