catch_no,catch_id,well_id,match_type,dK,K_code_well,K_desc_well,K_index_w,K_code_cat,K_desc_cat,K_index_c,inside_priority,is_natural,nearest_dtw_to_natural,dominant_K_code,dominant_K_share
872,DEA11240,NRW_219971110,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.48449213811982855
1046,DED11120,S_48483527,outside,0,6,Very low,6,6,Very low,6,0,0,Inf,6,0.48430990335511365
677,DE911010,NS_700000924,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.4820750694375391
652,DE910610,H_5060,outside,0,4,Moderately low,4,4,Moderately low,4,0,0,Inf,4,0.47023461834278485
658,DE910670,NS_400000507,outside,0,4,Moderately low,4,4,Moderately low,4,0,0,Inf,4,0.4652059674483727
899,DEA11860,NRW_20753410,outside,0,4,Moderately low,4,4,Moderately low,4,0,0,Inf,4,0.46102563314296424
94,DE111570,BW_0104@809-0,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.456404313590265
1292,DEG10080,TH_116271,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.44693422398361127
991,DEB10870,RP_2391183000,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.4318388639256624
239,DE213820,BY_10141,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.4312999373819936
1014,DEC10240,SAAR_640890010,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.42016228565778474
967,DEB10550,RP_2713172500,outside,0,10,Low to extremely low,6,10,Low to extremely low,6,0,0,Inf,10,0.39592360628005785
271,DE214330,BY_3140,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.38727501431231665
269,DE214310,BY_3138,outside,0,5,Low,5,5,Low,5,0,0,0.2746932677371916,5,0.33419385235316496
680,DE911040,NS_704990026,outside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.3279492621460112
1147,DEE11020,SA_38330010,outside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,0,0,Inf,12,0.31560889530555697
1071,DED12030,S_48490904,outside,0,6,Very low,6,6,Very low,6,0,0,Inf,6,0.31121285219771927
659,DE910680,NS_400003418,outside,0,6,Very low,6,6,Very low,6,0,0,Inf,6,0.2783565327967232
710,DE911430,NS_700000535,outside,0.5,12,Moderately low to low,4.5,4,Moderately low,4,0,0,Inf,4,0.8970488676347167
1305,DEG10250,TH_116653,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.8245206944339987
216,DE212640,BY_19145,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.8146878683183697
246,DE213910,BY_6171,outside,0.5,5,Low,5,12,Moderately low to low,4.5,0,0,Inf,12,0.7588235208671752
314,DE214850,TH_734577,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.7336958841825623
228,DE213620,BY_19131,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.7089561328439282
81,DE111250,BW_0107@356-5,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.6869279023311343
702,DE911340,NS_700000565,outside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,0,0,Inf,12,0.6830665510540906
309,DE214780,BY_27144,outside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,0,0,Inf,12,0.670738062417291
30,DE110450,BW_0102@459-0,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.6619203524770273
71,DE111130,BW_2128@358-4,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.6464442139928681
127,DE112110,BW_0106@809-1,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.6331012866181271
183,DE211130,BY_20013,outside,0.5,3,Medium,3,9,Medium to moderately low,3.5,0,0,Inf,9,0.6269602665240642
137,DE112360,BW_2017@653-5,outside,0.5,5,Low,5,12,Moderately low to low,4.5,0,0,Inf,12,0.6209989847273849
601,DE811770,MV_24480021,outside,0.5,9,Medium to moderately low,3.5,3,Medium,3,0,0,Inf,3,0.5748196320808471
301,DE214670,BY_3151,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.5623397623723129
219,DE213520,BY_19146,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.5584114458125223
1017,DEC10300,SAAR_650500750,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.5090168025772183
846,DEA10850,NRW_24180622,outside,0.5,9,Medium to moderately low,3.5,3,Medium,3,0,0,Inf,3,0.47395409058773325
15,DE110170,BW_2011@603-4,outside,0.5,12,Moderately low to low,4.5,4,Moderately low,4,0,0,Inf,4,0.45253519553040644
1025,DEC10440,SAAR_650690000,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.4203664344720651
16,DE110180,BW_0033@605-7,outside,0.5,4,Moderately low,4,12,Moderately low to low,4.5,0,0,Inf,12,0.40957863073814055
48,DE110690,BW_0115@320-5,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.38924880869872613
52,DE110750,BW_0146@419-3,outside,0.5,3,Medium,3,9,Medium to moderately low,3.5,0,0,Inf,9,0.38609661714211657
328,DE215010,H_9022,outside,0.5,5,Low,5,12,Moderately low to low,4.5,0,0,Inf,12,0.381029236350519
163,DE210600,BY_8273,outside,0.5,12,Moderately low to low,4.5,4,Moderately low,4,0,0,Inf,4,0.3790760040302446
103,DE111690,BW_0030@515-0,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.3198424036947734
82,DE111270,BW_2138@565-5,outside,0.5,12,Moderately low to low,4.5,5,Low,5,0,0,Inf,5,0.26139607841250884
940,DEB10170,RP_2642123000,outside,1,9,Medium to moderately low,3.5,12,Moderately low to low,4.5,0,0,Inf,12,0.9752321879843393
1116,DEE10460,SA_43340003,outside,1,5,Low,5,10,Low to extremely low,6,0,0,Inf,10,0.954300845591391
1117,DEE10470,SA_42350007,outside,1,5,Low,5,10,Low to extremely low,6,0,0,0.18765796263554368,10,0.8630125706832843
105,DE111710,BW_0014@456-1,outside,1,4,Moderately low,4,5,Low,5,0,0,Inf,5,0.7795986752285375
69,DE111060,BW_2028@708-7,outside,1,4,Moderately low,4,5,Low,5,0,0,Inf,5,0.7380394189531724
845,DEA10800,NRW_36463309,outside,1,10,Low to extremely low,6,5,Low,5,0,0,Inf,5,0.737709883701545
1009,DEC10120,SAAR_670890000,outside,1,9,Medium to moderately low,3.5,12,Moderately low to low,4.5,0,0,Inf,12,0.7277303598512253
227,DE213600,BY_19130,outside,1,4,Moderately low,4,5,Low,5,0,0,Inf,5,0.6571094198697589
14,DE110160,BW_0031@515-5,outside,1,12,Moderately low to low,4.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.6316058078519408
851,DEA10920,NRW_26164760,outside,1,2,High,2,3,Medium,3,0,0,Inf,3,0.5361800151010909
194,DE211500,BY_2141,outside,1,12,Moderately low to low,4.5,9,Medium to moderately low,3.5,0,0,Inf,9,0.5020755396767901
340,DE215160,BY_4172,outside,1,5,Low,5,10,Low to extremely low,6,0,0,Inf,10,0.46988013937331036
19,DE110280,BW_0147@073-6,outside,1,3,Medium,3,4,Moderately low,4,0,0,Inf,4,0.4037334518492822
96,DE111590,BW_2401@365-0,outside,1,4,Moderately low,4,5,Low,5,0,0,Inf,5,0.39261725877202835
138,DE112370,BW_0060@309-7,outside,1,4,Moderately low,4,5,Low,5,0,0,Inf,5,0.3807426071782414
34,DE110500,BW_0060@713-2,outside,1,5,Low,5,10,Low to extremely low,6,0,0,Inf,10,0.32311497479493895
