catch_no,catch_id,well_id,match_type,dK,K_code_well,K_desc_well,K_index_w,K_code_cat,K_desc_cat,K_index_c,inside_priority,is_natural,nearest_dtw_to_natural,dominant_K_code,dominant_K_share
990,DEB10860,RP_2391268900,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5275117753766803
77,DE111210,BW_2004@670-1,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.5272180265442276
6,DE110060,BW_0013@721-5,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5264365256298479
371,DE411230,BR_39451280,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5262791601424529
472,DE710610,H_8000,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5234114425170301
43,DE110620,BW_2009@721-8,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.522947472597477
1034,DED10480,S_49510347,inside,0,6,Very low,6,6,Very low,6,1,1,0,6,0.5228537250237159
505,DE710950,H_15947,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5224002452887914
1052,DED11450,S_49460001,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.5222633842308033
912,DEA11990,NRW_101700192,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.5217332222084575
1137,DEE10880,SA_34382625,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5216778023615319
744,DE912000,NS_600001538,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5211193743440917
51,DE110730,BW_0008@469-9,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5205326801043016
1333,DEG10620,TH_113201,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5172089797869941
738,DE911940,NS_1300000044,inside,0,3,Medium,3,3,Medium,3,1,0,0.04044351105876068,3,0.5166556552355664
204,DE212460,BY_14119,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.516573614275172
254,DE214090,TH_121714,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.516378092504987
790,DE912670,NS_1200009505,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,1,0,9,0.5150546341393464
735,DE911910,NS_1300000725,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5149760971073843
38,DE110550,BW_9951@707-8,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5115509275018643
37,DE110540,BW_2136@608-8,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5113668985284827
882,DEA11620,NRW_22000665,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5095630759119704
620,DE812210,MV_26340009,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,1,0,9,0.5092327077461911
422,DE710090,H_10041,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5074234640675478
426,DE710130,H_5933,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.5065698408868395
1306,DEG10280,TH_101520,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5058432736159374
862,DEA11060,NRW_110150107,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5049496686973363
649,DE910560,NS_1100000045,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.5049232257567611
114,DE111890,BW_2027@654-4,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.5018258289359514
144,DE112490,BW_0109@812-6,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.5017957481342633
284,DE214470,BY_6170,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.49927939715591246
789,DE912660,NRW_113709160,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,0.13256420323408669,9,0.4987186875601021
95,DE111580,BW_1064@461-1,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.498446417215971
1326,DEG10540,TH_107654,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.49753771433089317
842,DEA10760,NRW_59540436,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.49524526814064884
287,DE214500,BY_17191,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.49358655589799977
866,DEA11120,NRW_91130300,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.49337322854896076
855,DEA10960,NRW_21190306,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.49223678500460566
1298,DEG10150,TH_116675,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4920708578890854
117,DE111920,BW_2038@361-8,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4914511586862484
106,DE111720,BW_3544@311-9,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4912880104581824
998,DEB10980,RP_2628150700,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,1,0,10,0.4886306112578203
788,DE912650,NRW_110050071,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.48842139883236685
1037,DED10640,S_48531531,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.48694942071591024
359,DE410860,BR_39486037,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.48677681953535595
193,DE211490,BY_2135,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.48630176186911067
97,DE111600,BW_0004@709-9,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.48595931062452946
687,DE911130,NS_400000391,inside,0,5,Low,5,5,Low,5,1,0,0.1964377946288264,5,0.48592981666654017
58,DE110880,BW_0012@520-8,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.4858534710550814
865,DEA11110,NRW_91130505,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.48532030395667597
453,DE710410,H_10222,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.48421556735546833
93,DE111560,BW_2841@360-1,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.48408045528099136
1024,DEC10420,SAAR_650690010,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.4822582430257081
751,DE912130,NS_1100000510,inside,0,3,Medium,3,3,Medium,3,1,1,0,3,0.48184745460797046
1066,DED11820,S_48510929,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.4818067356434261
1083,DED12570,S_46516601_1,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.4817335289034989
722,DE911690,NS_400002914,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.4817302092294793
54,DE110790,BW_0051@719-8,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.4814697648682658
410,DE412270,BR_33520968,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,1,0,9,0.48090494868731914
1318,DEG10420,TH_117625,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.4803500643719649
74,DE111160,BW_5502@670-1,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.47911750343934295
418,DE710050,H_8582,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,0.08988381728238677,12,0.47825977958803567
41,DE110600,BW_0132@717-8,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.4771496963529074
1039,DED10700,S_52431108,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.47695460711968196
485,DE710740,H_6298,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4763778633105368
179,DE211090,BY_3150,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,0.11352303986851042,9,0.4763637582634652
10,DE110120,BW_0101@670-2,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.4757638209263922
1010,DEC10130,SAAR_640700220,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.47564978691265686
670,DE910840,NRW_101621050,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.4746241811506614
149,DE210420,BY_13147,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.47432832132931063
1300,DEG10170,TH_132023,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4710123083163425
910,DEA11970,NRW_100749021,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.47071524720096947
1056,DED11510,S_46420108,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.47016271232598084
1049,DED11280,S_47410402,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,0.11440829199239697,9,0.46929135402713634
653,DE910620,NS_700000557,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.4672248948352383
1003,DEB11120,RP_2674100600,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.46718532198294793
151,DE210450,BY_13112,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.4670659786486841
1304,DEG10240,S_51400744,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.46666228055217995
125,DE112070,BW_7799@310-2,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.46599687671393447
928,DEB10030,RP_2546175100,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.4656908682064262
445,DE710330,H_10291,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4654153558673222
637,DE910320,NS_1100000496,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,1,0,9,0.4648331337155692
313,DE214840,BY_22147,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,0.17089030895947513,4,0.463772270681419
463,DE710520,H_5030,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.46342240494990605
1035,DED10530,S_49461049,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.4633796364246604
1102,DEE10280,SA_49370701,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.46244037649839986
705,DE911370,NS_700000575,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4598225866152617
475,DE710640,H_8106,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.4592267013044447
434,DE710220,H_8540,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.4580915826225586
416,DE710030,H_7325,inside,0,6,Very low,6,10,Low to extremely low,6,1,1,0,10,0.4580107949930861
1321,DEG10450,SA_48342201,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4577635323004057
824,DEA10480,NRW_93300104,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.45712066750055014
249,DE213970,BY_10126,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4570838153970552
474,DE710630,H_10426,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.45625807134549
641,DE910360,NS_1100000502,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,1,0,9,0.4561863555101566
655,DE910640,H_5062,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.4561230150338255
826,DEA10500,NRW_93300116,inside,0,6,Very low,6,10,Low to extremely low,6,1,0,Inf,10,0.4537749286921287
153,DE210470,BY_9157,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.4521932381105129
644,DE910400,NS_1100000269,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,0.06334523605061343,9,0.4516729341240187
494,DE710830,H_7195,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.44993850333827135
243,DE213880,BY_6165,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.4489360548293828
419,DE710060,H_6924,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.448511186568299
273,DE214350,BY_17174,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.4474862557132104
628,DE910210,NS_1100003068,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,0.1565710769340471,9,0.446341735714872
1002,DEB11110,RP_2664130700,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.4430797037067765
423,DE710100,H_6326,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.44296340709963
701,DE911330,TH_101577,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4420876994619764
322,DE214940,BY_22151,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4412163153447539
123,DE112030,BW_0922@462-5,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4394615994346364
695,DE911260,NS_700000601,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.43917071371101957
317,DE214890,BY_22154,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4388429775176463
265,DE214230,BY_17129,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.43879206861625536
898,DEA11850,NRW_22520156,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.438632932345026
1093,DEE10160,SA_45320329,inside,0,5,Low,5,5,Low,5,1,0,0.18829623077546265,5,0.43857018102313294
666,DE910800,NRW_100713040,inside,0,3,Medium,3,3,Medium,3,1,0,0.10803864395006424,3,0.4367769257141939
202,DE212380,BY_16144,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.43590076630377356
150,DE210430,BY_13302,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.43585613449716276
1107,DEE10370,SA_44350396,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.43460616492661186
849,DEA10900,NRW_26164759,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.4334432210607264
12,DE110140,BW_2070@369-1,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.4329764341856532
635,DE910300,NS_1100000239,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,0.06417522252148285,9,0.4314051715721938
634,DE910290,NS_1100000267,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,0.08861466964369472,9,0.43079922273196414
1095,DEE10190,TH_102273,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.43070860325706817
108,DE111740,BW_0127@762-8,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4297532006619622
904,DEA11910,NRW_101750018,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.42947247185083054
633,DE910270,NS_1100003840,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,99,9,0.4286934838908173
454,DE710420,H_12172,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,99,10,0.4249196006692908
1289,DEG10020,TH_116877,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.424686800822489
1094,DEE10170,SA_45329212,inside,0,5,Low,5,5,Low,5,1,0,0.19849375221062832,5,0.42392648722327536
678,DE911020,NS_702780015,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.4233612652460638
1027,DED10220,S_49510346,inside,0,6,Very low,6,6,Very low,6,1,0,0.26560038983975387,6,0.42322427215481606
660,DE910690,NRW_101750020,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4225220797648077
902,DEA11890,NRW_101750031,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.4219224541558713
148,DE210410,BY_13303,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.419615600194151
458,DE710460,H_7033,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.4193681713872163
895,DEA11820,NRW_91183200,inside,0,10,Low to extremely low,6,6,Very low,6,1,0,Inf,6,0.4165547419021878
819,DEA10370,NRW_70199012,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.416364038734915
325,DE214970,BY_22140,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.41500692573422554
815,DEA10330,NRW_16004759,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.41336409904429117
1069,DED11980,S_48493497,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.4130454138122297
1038,DED10690,S_48530466,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.41163128113066755
350,DE410230,BR_41466004,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.4115162372135342
1331,DEG10600,TH_117489,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.4100174695967414
244,DE213890,BY_6168,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.4095143959305932
429,DE710170,H_7913,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.4093189336437735
233,DE213710,BY_5166,inside,0,5,Low,5,5,Low,5,1,0,0.11505269439405072,5,0.4079124786519271
1067,DED11840,S_48450878,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.407010958223543
661,DE910700,NRW_101750043,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.40479872696998864
896,DEA11830,H_5451,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.40318829077561563
1089,DEE10070,SA_40300010,inside,0,5,Low,5,5,Low,5,1,0,0.23532150661979367,5,0.4019286859407194
1299,DEG10160,H_6507,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.40176013637039887
499,DE710890,H_7648,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.4015225629167705
1020,DEC10370,SAAR_900440,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.40024849084880415
67,DE111030,BW_0023@414-2,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.3983531624546113
481,DE710700,H_5958,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.39830436494001553
987,DEB10820,RP_2377106600,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.39824253931350245
859,DEA11010,NRW_21173400,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3977869536541711
1312,DEG10360,TH_133262,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.39683968135729153
178,DE211080,BY_3132,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.39513641079861633
1332,DEG10610,TH_116852,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,0.39929428228931646,10,0.3951140915619435
26,DE110400,BW_5503@414-7,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.3934333788147435
455,DE710430,H_6145,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3932068826886379
486,DE710750,H_9354,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.3930882026289495
164,DE210610,BY_8281,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.39040758975535306
315,DE214860,BY_22142,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.3902275257957124
1081,DED12520,S_49550648,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.389888661589394
236,DE213740,BY_5144,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,0.13665070873420662,12,0.386974773284129
444,DE710320,H_5798,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.3864907604998607
158,DE210530,BW_0102@809-0,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.38640825736197
170,DE210960,BY_11407,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.38590889661087047
924,DEA12180,NRW_60240039,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.38489665483796065
820,DEA10380,NRW_10421191,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.3847339399819353
853,DEA10940,NRW_24180932,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.38471640831008774
1330,DEG10590,TH_110797,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.3833313240737114
167,DE210920,BY_8276,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.38292884037972585
1058,DED11610,S_47500001,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.38246485670311153
893,DEA11750,NRW_110200135,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.38191585199178524
98,DE111610,BW_5009@606-4,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.37906376757945764
217,DE213170,BY_14124,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.3777625196208645
436,DE710240,H_5223,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.37744841503099497
856,DEA10970,NRW_23163240,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3771076416474525
33,DE110480,BW_7502@406-0,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.37377217531412593
1072,DED12100,S_50540001,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.370886168951571
663,DE910750,NS_1100003490,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.37050564076319503
925,DEB10000,RP_2546106000,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.37041068473949773
316,DE214880,BY_22156,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.37020107300000304
348,DE410180,S_46460007,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.36911888300255397
449,DE710370,H_8124,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.36903361600808576
920,DEA12140,NRW_110040272,inside,0,10,Low to extremely low,6,10,Low to extremely low,6,1,0,Inf,10,0.3677801886620353
1319,DEG10430,TH_103148,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.3673423756720463
627,DE910200,NRW_110200287,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.36707469218097005
922,DEA12160,NRW_61908381,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.3664412098119317
459,DE710470,H_7610,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.3658113247199544
867,DEA11130,NRW_110150200,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3654457669866227
1291,DEG10060,TH_116616,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.3651321375193136
923,DEA12170,NRW_60240179,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.3639777042189473
1313,DEG10370,TH_123347,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.36306443136586425
503,DE710930,H_6106,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.36223067859834707
1303,DEG10230,H_6957,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.362079506877599
911,DEA11980,NRW_100120313,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.36180636499393515
1111,DEE10410,SA_43350015,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.3615017599015912
235,DE213730,BY_10136,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.3604311032252748
857,DEA10980,NRW_21190318,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.359390959297381
821,DEA10390,NRW_10000161,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.35829116900736
900,DEA11870,NRW_20120254,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.3570296639935576
1051,DED11420,S_46441106,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.3556505833827031
1096,DEE10200,SA_45320602,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.3550847916611967
234,DE213720,BY_10143,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.3541949250116271
275,DE214370,BY_20012,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.35316621822464783
245,DE213900,BY_6108,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.3502437626601303
152,DE210460,BY_9165,inside,0,2,High,2,2,High,2,1,0,Inf,2,0.3489431859712068
1013,DEC10200,SAAR_640710120,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.3480699992860085
921,DEA12150,NRW_110310019,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.34609098220820617
124,DE112060,BW_0108@371-4,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3459977686328322
1036,DED10620,S_47490591,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.3444881800979599
232,DE213700,BY_5157,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.34410057284541606
689,DE911180,NS_400000351,inside,0,3,Medium,3,3,Medium,3,1,0,Inf,3,0.343144535165957
915,DEA12030,NRW_100160013,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.34055273540884023
1314,DEG10380,TH_116717,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.3387791905958164
1065,DED11810,S_48450148,inside,0,4,Moderately low,4,4,Moderately low,4,1,0,Inf,4,0.3371977426807124
625,DE910140,NS_1100000332,inside,0,6,Very low,6,6,Very low,6,1,0,Inf,6,0.3353554818522766
4,DE110030,BW_0100@517-0,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3319706237038433
107,DE111730,BW_2020@713-3,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.32889460194581455
897,DEA11840,H_5213,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.3285870644731927
276,DE214380,BY_17164,inside,0,12,Moderately low to low,4.5,12,Moderately low to low,4.5,1,0,Inf,12,0.32784061863472697
679,DE911030,NS_702780024,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.32606840503649126
3,DE110020,BW_0147@419-8,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3248341609212587
1028,DED10240,S_47549267,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.31604495059308957
681,DE911050,NS_704990034,inside,0,9,Medium to moderately low,3.5,9,Medium to moderately low,3.5,1,0,Inf,9,0.3133269555200384
1130,DEE10740,SA_40310012,inside,0,5,Low,5,5,Low,5,1,0,Inf,5,0.3130052525978404
